branch_id,branch_code,month_number,month_name,tier,province,city,compliance_score,risk_score,exceptions_count
229,LAR229,12,December,Large,Saskatchewan,Prince Albert,89.39,8.83,2
230,LAR230,1,January,Large,Nunavut,Iqaluit,92.43,7.22,0
230,LAR230,2,February,Large,Nunavut,Iqaluit,94.5,4.68,1
230,LAR230,3,March,Large,Nunavut,Iqaluit,98.56,0.61,3
230,LAR230,4,April,Large,Nunavut,Iqaluit,97.02,1.91,4
230,LAR230,5,May,Large,Nunavut,Iqaluit,98.21,1.41,3
230,LAR230,6,June,Large,Nunavut,Iqaluit,94.42,6.08,0
230,LAR230,7,July,Large,Nunavut,Iqaluit,91.54,8.6,4
230,LAR230,8,August,Large,Nunavut,Iqaluit,89.67,9.46,4
230,LAR230,9,September,Large,Nunavut,Iqaluit,88.44,12.77,3
230,LAR230,10,October,Large,Nunavut,Iqaluit,85.88,12.62,4
230,LAR230,11,November,Large,Nunavut,Iqaluit,87.61,10.39,3
230,LAR230,12,December,Large,Nunavut,Iqaluit,89.25,11.46,4
231,LAR231,1,January,Large,Ontario,London,93.11,7.12,4
231,LAR231,2,February,Large,Ontario,London,93.2,7.76,0
231,LAR231,3,March,Large,Ontario,London,97.57,2.62,2
231,LAR231,4,April,Large,Ontario,London,95.67,4.78,3
231,LAR231,5,May,Large,Ontario,London,98.05,1.36,0
231,LAR231,6,June,Large,Ontario,London,95.35,4.51,1
231,LAR231,7,July,Large,Ontario,London,91.34,7.63,4
231,LAR231,8,August,Large,Ontario,London,89.35,10.31,2
231,LAR231,9,September,Large,Ontario,London,87.68,12.47,4
231,LAR231,10,October,Large,Ontario,London,86.37,11.9,1
231,LAR231,11,November,Large,Ontario,London,87.36,11.95,0
231,LAR231,12,December,Large,Ontario,London,88.47,11.15,0
232,LAR232,1,January,Large,Northwest Territories,Yellowknife,92.04,7.97,0
232,LAR232,2,February,Large,Northwest Territories,Yellowknife,94.8,5.36,1
232,LAR232,3,March,Large,Northwest Territories,Yellowknife,97.81,5.53,0
232,LAR232,4,April,Large,Northwest Territories,Yellowknife,95.45,4.49,0
232,LAR232,5,May,Large,Northwest Territories,Yellowknife,96.18,5.24,1
232,LAR232,6,June,Large,Northwest Territories,Yellowknife,96.99,3.51,0
232,LAR232,7,July,Large,Northwest Territories,Yellowknife,91.98,8.04,3
232,LAR232,8,August,Large,Northwest Territories,Yellowknife,89.28,8.96,2
232,LAR232,9,September,Large,Northwest Territories,Yellowknife,89.82,12.21,2
232,LAR232,10,October,Large,Northwest Territories,Yellowknife,85.23,17.02,1
232,LAR232,11,November,Large,Northwest Territories,Yellowknife,88.42,10.17,2
232,LAR232,12,December,Large,Northwest Territories,Yellowknife,88.49,12.74,2
233,LAR233,1,January,Large,Quebec,Trois-Rivieres,92.8,4.87,4
233,LAR233,2,February,Large,Quebec,Trois-Rivieres,96.17,4.0,3
233,LAR233,3,March,Large,Quebec,Trois-Rivieres,95.81,5.28,1
233,LAR233,4,April,Large,Quebec,Trois-Rivieres,98.43,0,4
233,LAR233,5,May,Large,Quebec,Trois-Rivieres,95.41,6.63,4
233,LAR233,6,June,Large,Quebec,Trois-Rivieres,95.22,5.26,0
233,LAR233,7,July,Large,Quebec,Trois-Rivieres,90.44,10.04,4
233,LAR233,8,August,Large,Quebec,Trois-Rivieres,88.57,11.29,2
233,LAR233,9,September,Large,Quebec,Trois-Rivieres,87.11,14.36,0
233,LAR233,10,October,Large,Quebec,Trois-Rivieres,86.99,12.36,1
233,LAR233,11,November,Large,Quebec,Trois-Rivieres,84.98,14.42,2
233,LAR233,12,December,Large,Quebec,Trois-Rivieres,89.16,11.71,3
234,LAR234,1,January,Large,Yukon,Whitehorse,89.57,9.36,2
234,LAR234,2,February,Large,Yukon,Whitehorse,96.25,2.78,3
234,LAR234,3,March,Large,Yukon,Whitehorse,96.62,5.44,4
234,LAR234,4,April,Large,Yukon,Whitehorse,97.76,2.21,1
234,LAR234,5,May,Large,Yukon,Whitehorse,95.72,4.47,2
234,LAR234,6,June,Large,Yukon,Whitehorse,94.01,7.19,0
234,LAR234,7,July,Large,Yukon,Whitehorse,92.36,7.91,4
234,LAR234,8,August,Large,Yukon,Whitehorse,89.54,9.31,2
234,LAR234,9,September,Large,Yukon,Whitehorse,87.38,9.31,0
234,LAR234,10,October,Large,Yukon,Whitehorse,87.15,12.51,0
234,LAR234,11,November,Large,Yukon,Whitehorse,88.12,12.33,4
234,LAR234,12,December,Large,Yukon,Whitehorse,89.33,12.17,0
235,LAR235,1,January,Large,New Brunswick,Saint John,91.89,8.82,3
235,LAR235,2,February,Large,New Brunswick,Saint John,94.84,7.02,3
235,LAR235,3,March,Large,New Brunswick,Saint John,96.11,3.12,1
235,LAR235,4,April,Large,New Brunswick,Saint John,96.37,5.54,0
235,LAR235,5,May,Large,New Brunswick,Saint John,96.75,2.16,2
235,LAR235,6,June,Large,New Brunswick,Saint John,92.68,6.86,1
235,LAR235,7,July,Large,New Brunswick,Saint John,92.63,6.72,2
235,LAR235,8,August,Large,New Brunswick,Saint John,91.16,8.48,1
235,LAR235,9,September,Large,New Brunswick,Saint John,89.06,11.03,3
235,LAR235,10,October,Large,New Brunswick,Saint John,87.02,11.59,4
235,LAR235,11,November,Large,New Brunswick,Saint John,88.49,11.29,1
235,LAR235,12,December,Large,New Brunswick,Saint John,90.32,9.32,3
236,LAR236,1,January,Large,Saskatchewan,Saskatoon,92.0,8.21,1
236,LAR236,2,February,Large,Saskatchewan,Saskatoon,94.47,5.39,3
236,LAR236,3,March,Large,Saskatchewan,Saskatoon,98.12,3.63,3
236,LAR236,4,April,Large,Saskatchewan,Saskatoon,95.43,5.6,2
236,LAR236,5,May,Large,Saskatchewan,Saskatoon,96.96,2.16,1
236,LAR236,6,June,Large,Saskatchewan,Saskatoon,94.48,5.46,4
236,LAR236,7,July,Large,Saskatchewan,Saskatoon,93.66,7.27,2
236,LAR236,8,August,Large,Saskatchewan,Saskatoon,88.15,11.92,4
236,LAR236,9,September,Large,Saskatchewan,Saskatoon,88.06,13.36,3
236,LAR236,10,October,Large,Saskatchewan,Saskatoon,84.87,15.81,1
236,LAR236,11,November,Large,Saskatchewan,Saskatoon,86.57,12.28,4
236,LAR236,12,December,Large,Saskatchewan,Saskatoon,89.57,9.28,4
237,LAR237,1,January,Large,Nunavut,Iqaluit,93.2,6.31,0
237,LAR237,2,February,Large,Nunavut,Iqaluit,92.95,7.94,2
237,LAR237,3,March,Large,Nunavut,Iqaluit,94.79,6.9,4
237,LAR237,4,April,Large,Nunavut,Iqaluit,98.38,2.31,1
237,LAR237,5,May,Large,Nunavut,Iqaluit,98.51,1.73,1
237,LAR237,6,June,Large,Nunavut,Iqaluit,93.73,5.17,4
237,LAR237,7,July,Large,Nunavut,Iqaluit,93.55,5.59,2
237,LAR237,8,August,Large,Nunavut,Iqaluit,88.32,9.36,2
237,LAR237,9,September,Large,Nunavut,Iqaluit,88.84,9.59,2
237,LAR237,10,October,Large,Nunavut,Iqaluit,87.28,12.43,0
237,LAR237,11,November,Large,Nunavut,Iqaluit,89.06,10.05,0
237,LAR237,12,December,Large,Nunavut,Iqaluit,90.23,9.61,2
238,LAR238,1,January,Large,Ontario,Hamilton,90.74,7.89,4
238,LAR238,2,February,Large,Ontario,Hamilton,94.49,3.51,4
238,LAR238,3,March,Large,Ontario,Hamilton,98.69,0,1
238,LAR238,4,April,Large,Ontario,Hamilton,98.6,0.38,4
238,LAR238,5,May,Large,Ontario,Hamilton,96.95,1.47,0
238,LAR238,6,June,Large,Ontario,Hamilton,94.9,4.04,3
238,LAR238,7,July,Large,Ontario,Hamilton,91.91,7.46,1
238,LAR238,8,August,Large,Ontario,Hamilton,90.01,9.32,0
238,LAR238,9,September,Large,Ontario,Hamilton,88.31,10.81,3
238,LAR238,10,October,Large,Ontario,Hamilton,86.49,15.52,0
238,LAR238,11,November,Large,Ontario,Hamilton,87.86,12.42,2
238,LAR238,12,December,Large,Ontario,Hamilton,90.91,7.89,2
239,LAR239,1,January,Large,New Brunswick,Fredericton,94.22,6.27,4
239,LAR239,2,February,Large,New Brunswick,Fredericton,90.94,7.0,3
239,LAR239,3,March,Large,New Brunswick,Fredericton,97.84,1.82,4
239,LAR239,4,April,Large,New Brunswick,Fredericton,97.48,2.78,3
239,LAR239,5,May,Large,New Brunswick,Fredericton,98.21,1.22,3
239,LAR239,6,June,Large,New Brunswick,Fredericton,97.01,2.36,3
239,LAR239,7,July,Large,New Brunswick,Fredericton,91.53,8.31,0
239,LAR239,8,August,Large,New Brunswick,Fredericton,88.22,11.55,0
239,LAR239,9,September,Large,New Brunswick,Fredericton,88.45,12.0,4
239,LAR239,10,October,Large,New Brunswick,Fredericton,88.31,12.18,3
239,LAR239,11,November,Large,New Brunswick,Fredericton,87.93,11.98,4
239,LAR239,12,December,Large,New Brunswick,Fredericton,87.88,12.84,1
240,LAR240,1,January,Large,New Brunswick,Fredericton,92.29,7.95,1
240,LAR240,2,February,Large,New Brunswick,Fredericton,95.82,4.47,4
240,LAR240,3,March,Large,New Brunswick,Fredericton,96.6,3.2,0
240,LAR240,4,April,Large,New Brunswick,Fredericton,96.82,3.69,3
240,LAR240,5,May,Large,New Brunswick,Fredericton,97.53,5.06,1
240,LAR240,6,June,Large,New Brunswick,Fredericton,94.49,6.61,1
240,LAR240,7,July,Large,New Brunswick,Fredericton,91.01,7.99,1
240,LAR240,8,August,Large,New Brunswick,Fredericton,86.97,12.83,4
240,LAR240,9,September,Large,New Brunswick,Fredericton,87.14,13.51,0
240,LAR240,10,October,Large,New Brunswick,Fredericton,85.16,14.48,1
240,LAR240,11,November,Large,New Brunswick,Fredericton,85.77,16.09,2
240,LAR240,12,December,Large,New Brunswick,Fredericton,90.51,9.03,3
241,LAR241,1,January,Large,Newfoundland and Labrador,Corner Brook,92.43,5.32,3
241,LAR241,2,February,Large,Newfoundland and Labrador,Corner Brook,95.6,3.04,2
241,LAR241,3,March,Large,Newfoundland and Labrador,Corner Brook,98.55,2.44,1
241,LAR241,4,April,Large,Newfoundland and Labrador,Corner Brook,97.9,2.95,2
241,LAR241,5,May,Large,Newfoundland and Labrador,Corner Brook,96.18,5.65,1
241,LAR241,6,June,Large,Newfoundland and Labrador,Corner Brook,95.68,3.77,4
241,LAR241,7,July,Large,Newfoundland and Labrador,Corner Brook,91.6,7.55,4
241,LAR241,8,August,Large,Newfoundland and Labrador,Corner Brook,89.19,8.54,1
241,LAR241,9,September,Large,Newfoundland and Labrador,Corner Brook,86.49,12.46,4
241,LAR241,10,October,Large,Newfoundland and Labrador,Corner Brook,86.53,15.45,4
241,LAR241,11,November,Large,Newfoundland and Labrador,Corner Brook,85.15,17.42,0
241,LAR241,12,December,Large,Newfoundland and Labrador,Corner Brook,91.49,8.69,3
242,LAR242,1,January,Large,Northwest Territories,Yellowknife,92.83,8.01,2
242,LAR242,2,February,Large,Northwest Territories,Yellowknife,97.48,3.33,0
242,LAR242,3,March,Large,Northwest Territories,Yellowknife,96.24,2.58,1
242,LAR242,4,April,Large,Northwest Territories,Yellowknife,97.5,3.87,2
242,LAR242,5,May,Large,Northwest Territories,Yellowknife,96.16,3.49,4
242,LAR242,6,June,Large,Northwest Territories,Yellowknife,95.12,7.4,2
242,LAR242,7,July,Large,Northwest Territories,Yellowknife,92.17,11.13,4
242,LAR242,8,August,Large,Northwest Territories,Yellowknife,87.9,10.29,0
242,LAR242,9,September,Large,Northwest Territories,Yellowknife,87.18,11.02,3
242,LAR242,10,October,Large,Northwest Territories,Yellowknife,87.51,12.51,4
242,LAR242,11,November,Large,Northwest Territories,Yellowknife,88.02,12.1,2
242,LAR242,12,December,Large,Northwest Territories,Yellowknife,88.63,11.07,0
243,LAR243,1,January,Large,New Brunswick,Moncton,91.6,7.0,0
243,LAR243,2,February,Large,New Brunswick,Moncton,95.05,3.17,3
243,LAR243,3,March,Large,New Brunswick,Moncton,97.16,2.42,0
243,LAR243,4,April,Large,New Brunswick,Moncton,97.82,0.92,4
243,LAR243,5,May,Large,New Brunswick,Moncton,95.78,2.12,3
243,LAR243,6,June,Large,New Brunswick,Moncton,95.76,5.96,3
243,LAR243,7,July,Large,New Brunswick,Moncton,92.76,7.52,4
243,LAR243,8,August,Large,New Brunswick,Moncton,87.77,13.83,1
243,LAR243,9,September,Large,New Brunswick,Moncton,85.66,12.38,3
243,LAR243,10,October,Large,New Brunswick,Moncton,87.75,12.05,1
243,LAR243,11,November,Large,New Brunswick,Moncton,85.85,16.11,1
243,LAR243,12,December,Large,New Brunswick,Moncton,89.78,11.3,0
244,LAR244,1,January,Large,Newfoundland and Labrador,Corner Brook,91.93,6.29,1
244,LAR244,2,February,Large,Newfoundland and Labrador,Corner Brook,94.58,5.57,0
244,LAR244,3,March,Large,Newfoundland and Labrador,Corner Brook,96.47,4.71,3
244,LAR244,4,April,Large,Newfoundland and Labrador,Corner Brook,98.89,1.83,1
244,LAR244,5,May,Large,Newfoundland and Labrador,Corner Brook,97.29,3.52,1
244,LAR244,6,June,Large,Newfoundland and Labrador,Corner Brook,94.12,5.5,3
244,LAR244,7,July,Large,Newfoundland and Labrador,Corner Brook,92.48,6.9,1
244,LAR244,8,August,Large,Newfoundland and Labrador,Corner Brook,89.58,8.78,1
244,LAR244,9,September,Large,Newfoundland and Labrador,Corner Brook,86.69,12.48,0
244,LAR244,10,October,Large,Newfoundland and Labrador,Corner Brook,86.44,12.97,4
244,LAR244,11,November,Large,Newfoundland and Labrador,Corner Brook,89.89,9.58,0
244,LAR244,12,December,Large,Newfoundland and Labrador,Corner Brook,90.8,8.68,0
245,LAR245,1,January,Large,Newfoundland and Labrador,Corner Brook,91.24,9.68,1
245,LAR245,2,February,Large,Newfoundland and Labrador,Corner Brook,94.42,6.05,3
245,LAR245,3,March,Large,Newfoundland and Labrador,Corner Brook,97.25,2.43,1
245,LAR245,4,April,Large,Newfoundland and Labrador,Corner Brook,98.14,2.13,1
245,LAR245,5,May,Large,Newfoundland and Labrador,Corner Brook,95.72,5.1,3
245,LAR245,6,June,Large,Newfoundland and Labrador,Corner Brook,94.67,4.12,2
245,LAR245,7,July,Large,Newfoundland and Labrador,Corner Brook,92.66,6.54,4
245,LAR245,8,August,Large,Newfoundland and Labrador,Corner Brook,90.26,8.2,4
245,LAR245,9,September,Large,Newfoundland and Labrador,Corner Brook,86.08,14.3,2
245,LAR245,10,October,Large,Newfoundland and Labrador,Corner Brook,85.3,13.85,1
245,LAR245,11,November,Large,Newfoundland and Labrador,Corner Brook,86.49,13.54,4
245,LAR245,12,December,Large,Newfoundland and Labrador,Corner Brook,89.72,10.57,3
246,LAR246,1,January,Large,Nunavut,Iqaluit,91.29,7.72,1
246,LAR246,2,February,Large,Nunavut,Iqaluit,96.04,4.83,1
246,LAR246,3,March,Large,Nunavut,Iqaluit,97.2,4.25,2
246,LAR246,4,April,Large,Nunavut,Iqaluit,96.66,0.45,3
246,LAR246,5,May,Large,Nunavut,Iqaluit,95.25,3.55,3
246,LAR246,6,June,Large,Nunavut,Iqaluit,95.71,4.83,1
246,LAR246,7,July,Large,Nunavut,Iqaluit,90.31,10.59,1
246,LAR246,8,August,Large,Nunavut,Iqaluit,88.1,10.81,3
246,LAR246,9,September,Large,Nunavut,Iqaluit,87.21,12.36,0
246,LAR246,10,October,Large,Nunavut,Iqaluit,86.69,12.03,1
246,LAR246,11,November,Large,Nunavut,Iqaluit,86.46,13.19,0
246,LAR246,12,December,Large,Nunavut,Iqaluit,89.95,10.8,3
247,LAR247,1,January,Large,New Brunswick,Saint John,94.21,6.04,0
247,LAR247,2,February,Large,New Brunswick,Saint John,93.78,4.5,0
247,LAR247,3,March,Large,New Brunswick,Saint John,96.74,3.25,4
247,LAR247,4,April,Large,New Brunswick,Saint John,97.89,3.17,0
247,LAR247,5,May,Large,New Brunswick,Saint John,96.65,2.99,3
247,LAR247,6,June,Large,New Brunswick,Saint John,95.86,2.5,1
247,LAR247,7,July,Large,New Brunswick,Saint John,92.31,6.92,2
247,LAR247,8,August,Large,New Brunswick,Saint John,89.13,12.56,2
247,LAR247,9,September,Large,New Brunswick,Saint John,87.76,14.26,4
247,LAR247,10,October,Large,New Brunswick,Saint John,85.53,16.45,0
247,LAR247,11,November,Large,New Brunswick,Saint John,86.13,14.1,1
247,LAR247,12,December,Large,New Brunswick,Saint John,89.96,8.72,2
248,LAR248,1,January,Large,Saskatchewan,Regina,92.92,7.72,0
248,LAR248,2,February,Large,Saskatchewan,Regina,96.08,2.97,1
248,LAR248,3,March,Large,Saskatchewan,Regina,97.01,1.57,2
248,LAR248,4,April,Large,Saskatchewan,Regina,96.95,0,1
248,LAR248,5,May,Large,Saskatchewan,Regina,95.69,4.53,3
248,LAR248,6,June,Large,Saskatchewan,Regina,93.65,7.99,1
248,LAR248,7,July,Large,Saskatchewan,Regina,92.58,8.15,2
248,LAR248,8,August,Large,Saskatchewan,Regina,89.81,9.06,1
248,LAR248,9,September,Large,Saskatchewan,Regina,87.05,13.58,1
248,LAR248,10,October,Large,Saskatchewan,Regina,86.25,14.32,3
248,LAR248,11,November,Large,Saskatchewan,Regina,87.32,14.61,2
248,LAR248,12,December,Large,Saskatchewan,Regina,91.09,9.48,0
249,LAR249,1,January,Large,Ontario,Hamilton,92.16,7.57,1
249,LAR249,2,February,Large,Ontario,Hamilton,94.75,4.5,3
249,LAR249,3,March,Large,Ontario,Hamilton,97.6,1.19,3
249,LAR249,4,April,Large,Ontario,Hamilton,97.98,1.15,0
249,LAR249,5,May,Large,Ontario,Hamilton,98.78,2.12,0
249,LAR249,6,June,Large,Ontario,Hamilton,94.35,6.86,2
249,LAR249,7,July,Large,Ontario,Hamilton,91.57,6.93,4
249,LAR249,8,August,Large,Ontario,Hamilton,90.36,8.8,2
249,LAR249,9,September,Large,Ontario,Hamilton,88.31,9.65,2
249,LAR249,10,October,Large,Ontario,Hamilton,87.23,10.84,3
249,LAR249,11,November,Large,Ontario,Hamilton,85.08,16.42,2
249,LAR249,12,December,Large,Ontario,Hamilton,87.18,12.45,2
250,LAR250,1,January,Large,Northwest Territories,Yellowknife,91.83,10.08,2
250,LAR250,2,February,Large,Northwest Territories,Yellowknife,93.71,5.58,2
250,LAR250,3,March,Large,Northwest Territories,Yellowknife,96.9,3.65,3
250,LAR250,4,April,Large,Northwest Territories,Yellowknife,99.24,0,2
250,LAR250,5,May,Large,Northwest Territories,Yellowknife,95.92,3.71,0
250,LAR250,6,June,Large,Northwest Territories,Yellowknife,94.38,4.91,2
250,LAR250,7,July,Large,Northwest Territories,Yellowknife,93.17,7.5,3
250,LAR250,8,August,Large,Northwest Territories,Yellowknife,90.4,8.5,4
250,LAR250,9,September,Large,Northwest Territories,Yellowknife,87.39,12.7,2
250,LAR250,10,October,Large,Northwest Territories,Yellowknife,87.0,12.68,0
250,LAR250,11,November,Large,Northwest Territories,Yellowknife,89.25,9.95,4
250,LAR250,12,December,Large,Northwest Territories,Yellowknife,88.6,10.81,1
251,LAR251,1,January,Large,Saskatchewan,Saskatoon,93.95,7.82,0
251,LAR251,2,February,Large,Saskatchewan,Saskatoon,91.55,8.87,1
251,LAR251,3,March,Large,Saskatchewan,Saskatoon,96.86,2.26,4
251,LAR251,4,April,Large,Saskatchewan,Saskatoon,97.98,0.84,4
251,LAR251,5,May,Large,Saskatchewan,Saskatoon,95.48,3.02,4
251,LAR251,6,June,Large,Saskatchewan,Saskatoon,95.4,3.97,0
251,LAR251,7,July,Large,Saskatchewan,Saskatoon,92.9,7.48,3
251,LAR251,8,August,Large,Saskatchewan,Saskatoon,88.55,7.49,0
251,LAR251,9,September,Large,Saskatchewan,Saskatoon,87.26,10.79,3
251,LAR251,10,October,Large,Saskatchewan,Saskatoon,85.13,17.6,2
251,LAR251,11,November,Large,Saskatchewan,Saskatoon,87.02,14.28,0
251,LAR251,12,December,Large,Saskatchewan,Saskatoon,89.69,11.08,1
252,LAR252,1,January,Large,Manitoba,Brandon,90.36,10.2,2
252,LAR252,2,February,Large,Manitoba,Brandon,95.65,5.75,0
252,LAR252,3,March,Large,Manitoba,Brandon,96.15,5.57,2
252,LAR252,4,April,Large,Manitoba,Brandon,96.35,1.41,1
252,LAR252,5,May,Large,Manitoba,Brandon,97.43,1.27,0
252,LAR252,6,June,Large,Manitoba,Brandon,93.97,6.54,1
252,LAR252,7,July,Large,Manitoba,Brandon,90.57,10.29,2
252,LAR252,8,August,Large,Manitoba,Brandon,88.75,10.63,4
252,LAR252,9,September,Large,Manitoba,Brandon,88.34,12.15,1
252,LAR252,10,October,Large,Manitoba,Brandon,87.43,11.97,2
252,LAR252,11,November,Large,Manitoba,Brandon,87.4,11.81,2
252,LAR252,12,December,Large,Manitoba,Brandon,89.79,11.1,1
253,LAR253,1,January,Large,Prince Edward Island,Charlottetown,90.49,9.13,3
253,LAR253,2,February,Large,Prince Edward Island,Charlottetown,95.85,3.15,1
253,LAR253,3,March,Large,Prince Edward Island,Charlottetown,97.93,0.15,0
253,LAR253,4,April,Large,Prince Edward Island,Charlottetown,96.85,1.98,1
253,LAR253,5,May,Large,Prince Edward Island,Charlottetown,97.7,1.92,0
253,LAR253,6,June,Large,Prince Edward Island,Charlottetown,93.84,6.29,4
253,LAR253,7,July,Large,Prince Edward Island,Charlottetown,93.64,6.18,0
253,LAR253,8,August,Large,Prince Edward Island,Charlottetown,89.45,10.22,4
253,LAR253,9,September,Large,Prince Edward Island,Charlottetown,88.41,13.07,3
253,LAR253,10,October,Large,Prince Edward Island,Charlottetown,88.24,11.19,1
253,LAR253,11,November,Large,Prince Edward Island,Charlottetown,86.61,13.47,0
253,LAR253,12,December,Large,Prince Edward Island,Charlottetown,89.52,9.84,2
254,LAR254,1,January,Large,Nova Scotia,Dartmouth,92.56,9.0,0
254,LAR254,2,February,Large,Nova Scotia,Dartmouth,94.66,7.05,0
254,LAR254,3,March,Large,Nova Scotia,Dartmouth,98.35,1.6,2
254,LAR254,4,April,Large,Nova Scotia,Dartmouth,97.02,5.13,0
254,LAR254,5,May,Large,Nova Scotia,Dartmouth,97.46,3.86,0
254,LAR254,6,June,Large,Nova Scotia,Dartmouth,95.31,3.49,0
254,LAR254,7,July,Large,Nova Scotia,Dartmouth,90.65,11.05,2
254,LAR254,8,August,Large,Nova Scotia,Dartmouth,88.58,11.08,1
254,LAR254,9,September,Large,Nova Scotia,Dartmouth,85.39,13.75,1
254,LAR254,10,October,Large,Nova Scotia,Dartmouth,86.38,11.67,0
254,LAR254,11,November,Large,Nova Scotia,Dartmouth,87.75,11.57,4
254,LAR254,12,December,Large,Nova Scotia,Dartmouth,91.27,7.99,2
255,LAR255,1,January,Large,Nunavut,Iqaluit,91.46,10.11,1
255,LAR255,2,February,Large,Nunavut,Iqaluit,95.54,2.13,2
255,LAR255,3,March,Large,Nunavut,Iqaluit,97.69,3.3,2
255,LAR255,4,April,Large,Nunavut,Iqaluit,96.62,4.9,2
255,LAR255,5,May,Large,Nunavut,Iqaluit,98.02,2.66,0
255,LAR255,6,June,Large,Nunavut,Iqaluit,92.87,8.33,3
255,LAR255,7,July,Large,Nunavut,Iqaluit,92.4,5.92,1
255,LAR255,8,August,Large,Nunavut,Iqaluit,88.2,10.98,1
255,LAR255,9,September,Large,Nunavut,Iqaluit,86.61,13.79,1
255,LAR255,10,October,Large,Nunavut,Iqaluit,86.17,13.92,0
255,LAR255,11,November,Large,Nunavut,Iqaluit,84.84,15.15,0
255,LAR255,12,December,Large,Nunavut,Iqaluit,88.9,11.16,2
256,LAR256,1,January,Large,Nova Scotia,Halifax,90.59,10.77,3
256,LAR256,2,February,Large,Nova Scotia,Halifax,94.07,6.12,2
256,LAR256,3,March,Large,Nova Scotia,Halifax,95.63,2.05,2
256,LAR256,4,April,Large,Nova Scotia,Halifax,98.03,2.45,2
256,LAR256,5,May,Large,Nova Scotia,Halifax,96.82,3.92,4
256,LAR256,6,June,Large,Nova Scotia,Halifax,94.92,2.7,0
256,LAR256,7,July,Large,Nova Scotia,Halifax,93.5,6.66,3
256,LAR256,8,August,Large,Nova Scotia,Halifax,88.41,11.98,4
256,LAR256,9,September,Large,Nova Scotia,Halifax,87.6,12.9,3
256,LAR256,10,October,Large,Nova Scotia,Halifax,86.27,13.86,2
256,LAR256,11,November,Large,Nova Scotia,Halifax,86.85,12.05,3
256,LAR256,12,December,Large,Nova Scotia,Halifax,90.85,8.64,1
257,LAR257,1,January,Large,Newfoundland and Labrador,St. John's,92.5,8.28,1
257,LAR257,2,February,Large,Newfoundland and Labrador,St. John's,95.26,7.98,3
257,LAR257,3,March,Large,Newfoundland and Labrador,St. John's,98.09,1.3,3
257,LAR257,4,April,Large,Newfoundland and Labrador,St. John's,98.28,1.37,0
257,LAR257,5,May,Large,Newfoundland and Labrador,St. John's,95.77,4.7,3
257,LAR257,6,June,Large,Newfoundland and Labrador,St. John's,95.53,6.04,0
257,LAR257,7,July,Large,Newfoundland and Labrador,St. John's,91.69,8.07,3
257,LAR257,8,August,Large,Newfoundland and Labrador,St. John's,88.87,9.2,0
257,LAR257,9,September,Large,Newfoundland and Labrador,St. John's,87.13,14.96,3
257,LAR257,10,October,Large,Newfoundland and Labrador,St. John's,85.92,14.53,1
257,LAR257,11,November,Large,Newfoundland and Labrador,St. John's,87.87,13.57,2
257,LAR257,12,December,Large,Newfoundland and Labrador,St. John's,90.84,8.74,4
258,LAR258,1,January,Large,Nova Scotia,Sydney,93.15,6.62,0
258,LAR258,2,February,Large,Nova Scotia,Sydney,96.21,3.35,1
258,LAR258,3,March,Large,Nova Scotia,Sydney,97.16,3.01,1
258,LAR258,4,April,Large,Nova Scotia,Sydney,95.89,2.32,1
258,LAR258,5,May,Large,Nova Scotia,Sydney,98.21,0,3
258,LAR258,6,June,Large,Nova Scotia,Sydney,94.46,4.89,1
258,LAR258,7,July,Large,Nova Scotia,Sydney,91.49,9.27,4
258,LAR258,8,August,Large,Nova Scotia,Sydney,89.28,10.83,3
258,LAR258,9,September,Large,Nova Scotia,Sydney,87.23,12.99,1
258,LAR258,10,October,Large,Nova Scotia,Sydney,85.87,12.82,0
258,LAR258,11,November,Large,Nova Scotia,Sydney,87.61,11.62,4
258,LAR258,12,December,Large,Nova Scotia,Sydney,90.33,10.45,1
259,LAR259,1,January,Large,Alberta,Lethbridge,92.94,6.1,1
259,LAR259,2,February,Large,Alberta,Lethbridge,94.91,4.59,0
259,LAR259,3,March,Large,Alberta,Lethbridge,96.21,3.64,2
259,LAR259,4,April,Large,Alberta,Lethbridge,97.3,0.56,4
259,LAR259,5,May,Large,Alberta,Lethbridge,96.96,4.31,2
259,LAR259,6,June,Large,Alberta,Lethbridge,93.34,7.15,0
259,LAR259,7,July,Large,Alberta,Lethbridge,92.89,5.59,3
259,LAR259,8,August,Large,Alberta,Lethbridge,90.52,9.76,2
259,LAR259,9,September,Large,Alberta,Lethbridge,88.49,8.23,0
259,LAR259,10,October,Large,Alberta,Lethbridge,89.59,10.06,3
259,LAR259,11,November,Large,Alberta,Lethbridge,87.52,12.19,2
259,LAR259,12,December,Large,Alberta,Lethbridge,89.3,9.98,3
260,LAR260,1,January,Large,Alberta,Calgary,90.55,11.16,2
260,LAR260,2,February,Large,Alberta,Calgary,94.34,6.0,2
260,LAR260,3,March,Large,Alberta,Calgary,97.35,2.01,1
260,LAR260,4,April,Large,Alberta,Calgary,94.59,3.33,1
260,LAR260,5,May,Large,Alberta,Calgary,97.78,1.56,1
260,LAR260,6,June,Large,Alberta,Calgary,94.7,5.25,0
260,LAR260,7,July,Large,Alberta,Calgary,94.13,7.34,2
260,LAR260,8,August,Large,Alberta,Calgary,90.21,7.76,4
260,LAR260,9,September,Large,Alberta,Calgary,87.2,11.82,2
260,LAR260,10,October,Large,Alberta,Calgary,86.88,15.59,0
