employee_id,branch_id,month_number,month_name,survey_response_count,lei_score
2245,285,10,October,9,3.6
2245,285,11,November,10,4.12
2245,285,12,December,12,4.04
2246,285,1,January,11,4.09
2246,285,2,February,14,3.84
2246,285,3,March,11,4.36
2246,285,4,April,15,4.01
2246,285,5,May,8,4.09
2246,285,6,June,15,4.42
2246,285,7,July,14,3.81
2246,285,8,August,14,3.64
2246,285,9,September,15,4.01
2246,285,10,October,12,3.97
2246,285,11,November,13,3.84
2246,285,12,December,12,3.98
2247,285,1,January,4,3.9
2247,285,2,February,4,4.42
2247,285,3,March,14,4.29
2247,285,4,April,6,4.12
2247,285,5,May,14,4.1
2247,285,6,June,13,4.47
2247,285,7,July,6,3.76
2247,285,8,August,13,3.92
2247,285,9,September,4,3.74
2247,285,10,October,15,3.81
2247,285,11,November,8,3.85
2247,285,12,December,14,4.22
2248,285,1,January,8,3.86
2248,285,2,February,4,4.01
2248,285,3,March,15,4.09
2248,285,4,April,11,4.82
2248,285,5,May,15,3.98
2248,285,6,June,12,4.14
2248,285,7,July,11,4.32
2248,285,8,August,5,4.07
2248,285,9,September,5,3.17
2248,285,10,October,8,3.83
2248,285,11,November,15,3.92
2248,285,12,December,15,3.82
2249,285,1,January,15,3.41
2249,285,2,February,11,4.62
2249,285,3,March,14,4.21
2249,285,4,April,9,4.21
2249,285,5,May,12,4.05
2249,285,6,June,14,3.86
2249,285,7,July,11,3.8
2249,285,8,August,14,3.94
2249,285,9,September,9,4.04
2249,285,10,October,6,4.08
2249,285,11,November,7,3.76
2249,285,12,December,12,4.26
2250,285,1,January,11,4.31
2250,285,2,February,7,4.17
2250,285,3,March,8,4.01
2250,285,4,April,9,3.74
2250,285,5,May,9,4.22
2250,285,6,June,15,4.1
2250,285,7,July,13,4.48
2250,285,8,August,13,4.23
2250,285,9,September,15,3.62
2250,285,10,October,4,4.1
2250,285,11,November,15,3.64
2250,285,12,December,11,3.63
2251,286,1,January,6,4.74
2251,286,2,February,9,4.05
2251,286,3,March,7,4.43
2251,286,4,April,10,4.37
2251,286,5,May,11,3.85
2251,286,6,June,11,4.12
2251,286,7,July,13,4.49
2251,286,8,August,4,4.14
2251,286,9,September,4,4.25
2251,286,10,October,6,3.66
2251,286,11,November,7,3.93
2251,286,12,December,7,3.31
2252,286,1,January,6,3.78
2252,286,2,February,15,4.07
2252,286,3,March,8,4.62
2252,286,4,April,11,4.45
2252,286,5,May,8,4.5
2252,286,6,June,6,3.98
2252,286,7,July,7,4.31
2252,286,8,August,4,4.23
2252,286,9,September,10,3.94
2252,286,10,October,7,4.36
2252,286,11,November,15,4.03
2252,286,12,December,11,3.71
2253,286,1,January,7,4.08
2253,286,2,February,7,4.11
2253,286,3,March,4,4.01
2253,286,4,April,9,4.32
2253,286,5,May,11,3.66
2253,286,6,June,5,3.82
2253,286,7,July,6,3.86
2253,286,8,August,7,3.5
2253,286,9,September,9,3.97
2253,286,10,October,14,3.94
2253,286,11,November,14,3.8
2253,286,12,December,9,4.08
2254,286,1,January,8,4.51
2254,286,2,February,9,4.48
2254,286,3,March,9,4.14
2254,286,4,April,5,4.35
2254,286,5,May,6,4.36
2254,286,6,June,13,4.09
2254,286,7,July,11,4.32
2254,286,8,August,14,3.33
2254,286,9,September,14,3.62
2254,286,10,October,10,4.31
2254,286,11,November,12,4.12
2254,286,12,December,14,4.41
2255,286,1,January,14,4.62
2255,286,2,February,7,4.29
2255,286,3,March,6,4.1
2255,286,4,April,4,4.44
2255,286,5,May,5,4.64
2255,286,6,June,5,4.07
2255,286,7,July,6,4.07
2255,286,8,August,9,3.65
2255,286,9,September,14,3.71
2255,286,10,October,13,4.06
2255,286,11,November,4,3.65
2255,286,12,December,4,3.78
2256,286,1,January,14,4.08
2256,286,2,February,6,4.33
2256,286,3,March,13,4.68
2256,286,4,April,4,4.07
2256,286,5,May,7,4.21
2256,286,6,June,13,3.93
2256,286,7,July,5,4.11
2256,286,8,August,11,3.89
2256,286,9,September,9,3.54
2256,286,10,October,10,3.73
2256,286,11,November,13,3.5
2256,286,12,December,7,3.87
2257,286,1,January,5,3.74
2257,286,2,February,6,4.81
2257,286,3,March,13,4.04
2257,286,4,April,12,4.32
2257,286,5,May,9,3.98
2257,286,6,June,4,4.34
2257,286,7,July,15,3.95
2257,286,8,August,15,3.99
2257,286,9,September,7,3.87
2257,286,10,October,15,3.98
2257,286,11,November,4,3.3
2257,286,12,December,11,3.63
2258,286,1,January,11,4.08
2258,286,2,February,4,4.0
2258,286,3,March,10,4.41
2258,286,4,April,5,3.69
2258,286,5,May,5,3.91
2258,286,6,June,14,4.18
2258,286,7,July,12,3.67
2258,286,8,August,10,4.21
2258,286,9,September,12,3.94
2258,286,10,October,13,3.43
2258,286,11,November,4,3.4
2258,286,12,December,15,3.91
2259,286,1,January,15,3.98
2259,286,2,February,5,4.08
2259,286,3,March,11,4.14
2259,286,4,April,10,4.54
2259,286,5,May,10,3.98
2259,286,6,June,5,4.3
2259,286,7,July,7,3.92
2259,286,8,August,12,4.3
2259,286,9,September,9,4.05
2259,286,10,October,7,3.9
2259,286,11,November,5,3.88
2259,286,12,December,11,3.75
2260,286,1,January,13,3.9
2260,286,2,February,8,4.26
2260,286,3,March,7,4.33
2260,286,4,April,12,4.14
2260,286,5,May,9,4.52
2260,286,6,June,15,3.42
2260,286,7,July,10,4.1
2260,286,8,August,13,4.0
2260,286,9,September,4,3.17
2260,286,10,October,12,3.42
2260,286,11,November,7,3.93
2260,286,12,December,4,3.48
2261,287,1,January,10,4.05
2261,287,2,February,15,4.11
2261,287,3,March,10,4.18
2261,287,4,April,6,4.86
2261,287,5,May,14,4.33
2261,287,6,June,6,4.05
2261,287,7,July,15,4.08
2261,287,8,August,11,3.91
2261,287,9,September,6,4.13
2261,287,10,October,12,4.39
2261,287,11,November,13,3.95
2261,287,12,December,10,4.24
2262,287,1,January,7,3.74
2262,287,2,February,15,4.11
2262,287,3,March,8,4.66
2262,287,4,April,4,3.97
2262,287,5,May,8,4.1
2262,287,6,June,6,3.96
2262,287,7,July,15,4.02
2262,287,8,August,11,3.99
2262,287,9,September,9,3.71
2262,287,10,October,4,4.02
2262,287,11,November,7,3.39
2262,287,12,December,5,3.79
2263,287,1,January,15,4.11
2263,287,2,February,8,4.52
2263,287,3,March,15,4.34
2263,287,4,April,12,4.56
2263,287,5,May,9,4.2
2263,287,6,June,6,4.35
2263,287,7,July,13,4.04
2263,287,8,August,13,3.82
2263,287,9,September,4,3.94
2263,287,10,October,7,3.75
2263,287,11,November,15,4.15
2263,287,12,December,13,3.92
2264,287,1,January,7,3.88
2264,287,2,February,6,4.14
2264,287,3,March,13,4.45
2264,287,4,April,15,4.3
2264,287,5,May,9,4.49
2264,287,6,June,10,4.1
2264,287,7,July,12,3.5
2264,287,8,August,15,4.08
2264,287,9,September,4,4.21
2264,287,10,October,11,4.18
2264,287,11,November,13,4.47
2264,287,12,December,6,4.27
2265,287,1,January,8,4.4
2265,287,2,February,9,4.09
2265,287,3,March,12,4.4
2265,287,4,April,14,4.44
2265,287,5,May,6,4.47
2265,287,6,June,10,4.03
2265,287,7,July,10,4.13
2265,287,8,August,9,4.44
2265,287,9,September,9,3.3
2265,287,10,October,10,4.15
2265,287,11,November,14,3.49
2265,287,12,December,14,4.36
2266,287,1,January,14,3.88
2266,287,2,February,13,3.94
2266,287,3,March,12,4.07
2266,287,4,April,11,3.95
2266,287,5,May,5,4.16
2266,287,6,June,13,3.68
2266,287,7,July,13,4.04
2266,287,8,August,13,4.15
2266,287,9,September,12,3.53
2266,287,10,October,6,3.74
2266,287,11,November,8,4.01
2266,287,12,December,15,3.66
2267,287,1,January,14,4.25
2267,287,2,February,12,3.96
2267,287,3,March,12,4.29
2267,287,4,April,5,4.27
2267,287,5,May,13,4.12
2267,287,6,June,9,4.18
2267,287,7,July,14,3.45
2267,287,8,August,12,4.33
2267,287,9,September,11,3.54
2267,287,10,October,5,3.72
2267,287,11,November,11,3.43
2267,287,12,December,6,3.75
2268,287,1,January,14,4.24
2268,287,2,February,13,4.53
2268,287,3,March,4,4.21
2268,287,4,April,5,4.07
2268,287,5,May,14,4.19
2268,287,6,June,12,4.26
2268,287,7,July,12,4.06
2268,287,8,August,5,4.18
2268,287,9,September,6,3.83
2268,287,10,October,12,3.36
2268,287,11,November,4,4.31
2268,287,12,December,11,3.36
2269,287,1,January,9,3.58
2269,287,2,February,4,3.67
2269,287,3,March,7,3.67
2269,287,4,April,13,4.43
2269,287,5,May,8,4.21
2269,287,6,June,4,4.46
2269,287,7,July,10,4.09
2269,287,8,August,4,3.52
2269,287,9,September,13,3.64
2269,287,10,October,10,3.58
2269,287,11,November,11,3.77
2269,287,12,December,12,3.69
2270,287,1,January,11,3.77
2270,287,2,February,13,3.92
2270,287,3,March,11,4.49
2270,287,4,April,6,4.47
2270,287,5,May,13,3.98
2270,287,6,June,15,4.03
2270,287,7,July,5,4.22
2270,287,8,August,12,4.09
2270,287,9,September,8,3.78
2270,287,10,October,10,3.82
2270,287,11,November,13,3.61
2270,287,12,December,10,4.21
2271,288,1,January,10,4.19
2271,288,2,February,8,4.16
2271,288,3,March,15,4.84
2271,288,4,April,7,4.62
2271,288,5,May,10,4.95
2271,288,6,June,9,4.34
2271,288,7,July,12,3.94
2271,288,8,August,14,4.25
2271,288,9,September,10,4.14
2271,288,10,October,13,4.03
2271,288,11,November,4,4.31
2271,288,12,December,15,4.44
2272,288,1,January,10,4.62
2272,288,2,February,15,3.95
2272,288,3,March,12,4.56
2272,288,4,April,11,4.08
2272,288,5,May,15,4.23
2272,288,6,June,7,4.21
2272,288,7,July,5,4.09
2272,288,8,August,7,4.21
2272,288,9,September,4,3.84
2272,288,10,October,13,3.98
2272,288,11,November,6,3.8
2272,288,12,December,6,4.63
2273,288,1,January,13,3.8
2273,288,2,February,11,4.37
2273,288,3,March,11,4.52
2273,288,4,April,8,4.22
2273,288,5,May,8,4.79
2273,288,6,June,6,3.84
2273,288,7,July,6,3.91
2273,288,8,August,6,3.52
2273,288,9,September,6,4.06
2273,288,10,October,6,3.91
2273,288,11,November,10,3.89
2273,288,12,December,8,4.38
2274,288,1,January,13,3.96
2274,288,2,February,9,4.16
2274,288,3,March,13,4.23
2274,288,4,April,6,3.75
2274,288,5,May,6,4.58
2274,288,6,June,8,4.48
2274,288,7,July,12,3.88
2274,288,8,August,14,3.94
2274,288,9,September,8,3.68
2274,288,10,October,15,3.56
2274,288,11,November,13,3.75
2274,288,12,December,7,3.74
2275,288,1,January,6,4.1
2275,288,2,February,12,4.39
2275,288,3,March,7,4.06
2275,288,4,April,4,4.07
2275,288,5,May,7,4.88
2275,288,6,June,6,4.27
2275,288,7,July,11,3.95
2275,288,8,August,5,4.39
2275,288,9,September,8,3.88
2275,288,10,October,14,3.43
2275,288,11,November,15,4.2
2275,288,12,December,12,4.14
2276,288,1,January,10,4.05
2276,288,2,February,5,4.11
2276,288,3,March,7,3.97
2276,288,4,April,4,3.89
2276,288,5,May,15,3.98
2276,288,6,June,9,3.99
2276,288,7,July,4,4.15
2276,288,8,August,7,3.96
2276,288,9,September,14,4.29
2276,288,10,October,7,3.39
2276,288,11,November,12,4.0
2276,288,12,December,7,3.96
2277,288,1,January,8,3.92
2277,288,2,February,14,4.22
2277,288,3,March,14,3.96
2277,288,4,April,5,3.9
2277,288,5,May,15,3.94
2277,288,6,June,6,4.15
2277,288,7,July,15,4.35
2277,288,8,August,9,3.46
2277,288,9,September,8,3.77
2277,288,10,October,7,3.78
2277,288,11,November,7,3.63
2277,288,12,December,9,3.79
2278,288,1,January,13,4.24
2278,288,2,February,5,4.49
2278,288,3,March,12,4.52
2278,288,4,April,5,4.46
2278,288,5,May,15,4.51
2278,288,6,June,13,4.24
2278,288,7,July,7,3.57
2278,288,8,August,10,4.28
2278,288,9,September,11,3.69
2278,288,10,October,4,3.65
2278,288,11,November,9,4.02
2278,288,12,December,11,3.88
2279,288,1,January,11,4.33
2279,288,2,February,6,4.25
2279,288,3,March,10,4.39
2279,288,4,April,6,4.68
2279,288,5,May,15,3.72
2279,288,6,June,8,3.97
2279,288,7,July,7,4.2
2279,288,8,August,7,4.16
2279,288,9,September,14,3.42
2279,288,10,October,5,4.4
2279,288,11,November,15,3.7
2279,288,12,December,9,3.95
2280,288,1,January,11,3.76
2280,288,2,February,9,3.79
2280,288,3,March,10,4.31
2280,288,4,April,13,4.26
2280,288,5,May,15,4.56
2280,288,6,June,5,4.17
2280,288,7,July,12,3.97
2280,288,8,August,5,4.15
2280,288,9,September,8,3.68
2280,288,10,October,13,3.65
2280,288,11,November,15,3.51
2280,288,12,December,10,3.97
2281,289,1,January,7,4.59
2281,289,2,February,10,4.53
2281,289,3,March,14,4.33
2281,289,4,April,4,4.12
2281,289,5,May,10,4.39
2281,289,6,June,10,4.79
2281,289,7,July,9,4.2
2281,289,8,August,7,3.96
2281,289,9,September,10,3.92
2281,289,10,October,7,3.73
2281,289,11,November,13,4.21
2281,289,12,December,5,4.66
2282,289,1,January,9,4.22
2282,289,2,February,12,3.67
2282,289,3,March,6,3.78
2282,289,4,April,12,4.22
2282,289,5,May,9,4.25
2282,289,6,June,15,4.07
2282,289,7,July,7,3.98
2282,289,8,August,9,4.12
2282,289,9,September,6,4.29
2282,289,10,October,10,3.89
2282,289,11,November,11,3.71
2282,289,12,December,10,3.42
2283,289,1,January,13,4.1
2283,289,2,February,6,3.7
2283,289,3,March,5,4.11
2283,289,4,April,11,4.25
2283,289,5,May,12,3.69
2283,289,6,June,10,4.22
2283,289,7,July,8,4.29
2283,289,8,August,12,4.28
2283,289,9,September,7,4.23
2283,289,10,October,5,3.61
2283,289,11,November,4,3.9
2283,289,12,December,13,4.24
2284,289,1,January,12,4.14
2284,289,2,February,14,4.27
2284,289,3,March,6,4.57
2284,289,4,April,7,4.97
2284,289,5,May,12,4.02
2284,289,6,June,13,4.03
2284,289,7,July,5,4.16
2284,289,8,August,4,4.14
2284,289,9,September,7,4.07
2284,289,10,October,11,3.97
2284,289,11,November,13,3.65
2284,289,12,December,9,3.21
2285,289,1,January,5,4.1
2285,289,2,February,10,4.06
2285,289,3,March,4,4.41
2285,289,4,April,6,3.88
2285,289,5,May,4,4.29
2285,289,6,June,11,4.18
2285,289,7,July,13,4.93
2285,289,8,August,4,4.78
2285,289,9,September,12,3.91
2285,289,10,October,13,3.95
2285,289,11,November,6,3.85
2285,289,12,December,15,3.88
2286,289,1,January,11,4.37
2286,289,2,February,14,3.84
2286,289,3,March,4,4.2
2286,289,4,April,15,4.26
2286,289,5,May,14,4.24
2286,289,6,June,11,3.93
2286,289,7,July,15,3.93
2286,289,8,August,13,4.08
2286,289,9,September,9,3.4
2286,289,10,October,6,4.01
2286,289,11,November,15,3.91
2286,289,12,December,4,3.82
2287,289,1,January,4,3.97
2287,289,2,February,12,4.38
2287,289,3,March,15,4.03
2287,289,4,April,5,4.69
2287,289,5,May,11,3.76
2287,289,6,June,12,4.05
2287,289,7,July,12,3.72
2287,289,8,August,10,4.43
2287,289,9,September,5,3.82
2287,289,10,October,14,3.85
2287,289,11,November,5,3.55
2287,289,12,December,14,4.15
2288,289,1,January,13,4.37
2288,289,2,February,10,4.23
2288,289,3,March,5,4.09
2288,289,4,April,7,4.07
2288,289,5,May,14,3.95
2288,289,6,June,13,4.05
2288,289,7,July,13,4.33
2288,289,8,August,14,3.78
2288,289,9,September,8,3.91
2288,289,10,October,4,3.47
2288,289,11,November,7,3.97
2288,289,12,December,10,3.93
2289,289,1,January,7,3.57
2289,289,2,February,9,4.62
2289,289,3,March,15,3.93
2289,289,4,April,6,4.4
2289,289,5,May,7,4.0
2289,289,6,June,5,3.78
2289,289,7,July,4,3.85
2289,289,8,August,5,3.72
2289,289,9,September,4,3.79
2289,289,10,October,8,3.55
2289,289,11,November,10,3.64
2289,289,12,December,11,3.97
2290,289,1,January,13,4.04
2290,289,2,February,14,3.92
2290,289,3,March,11,3.97
2290,289,4,April,11,4.24
2290,289,5,May,6,4.11
2290,289,6,June,9,4.46
2290,289,7,July,8,3.92
2290,289,8,August,7,4.38
2290,289,9,September,12,3.81
2290,289,10,October,11,4.01
2290,289,11,November,11,3.81
2290,289,12,December,14,3.87
2291,290,1,January,12,4.5
2291,290,2,February,4,4.65
2291,290,3,March,7,4.43
2291,290,4,April,8,4.6
2291,290,5,May,5,4.28
2291,290,6,June,13,4.46
2291,290,7,July,7,4.39
2291,290,8,August,5,4.47
2291,290,9,September,10,4.28
2291,290,10,October,9,3.94
2291,290,11,November,15,4.05
2291,290,12,December,8,4.12
2292,290,1,January,10,4.08
2292,290,2,February,7,4.0
2292,290,3,March,15,4.08
2292,290,4,April,13,4.47
2292,290,5,May,8,4.32
2292,290,6,June,13,4.36
2292,290,7,July,6,4.08
2292,290,8,August,9,4.39
2292,290,9,September,13,3.59
2292,290,10,October,5,3.72
2292,290,11,November,9,4.08
2292,290,12,December,4,4.02
2293,290,1,January,13,4.37
2293,290,2,February,12,3.76
2293,290,3,March,10,4.26
2293,290,4,April,5,4.41
2293,290,5,May,5,4.02
2293,290,6,June,15,4.09
2293,290,7,July,12,3.75
2293,290,8,August,6,3.59
2293,290,9,September,4,3.93
2293,290,10,October,8,3.87
2293,290,11,November,4,3.98
2293,290,12,December,8,3.71
2294,290,1,January,13,4.33
2294,290,2,February,7,4.12
2294,290,3,March,9,3.89
2294,290,4,April,8,4.5
2294,290,5,May,5,4.43
2294,290,6,June,8,4.02
2294,290,7,July,10,4.07
2294,290,8,August,5,4.24
2294,290,9,September,11,3.83
2294,290,10,October,9,3.57
2294,290,11,November,9,3.93
2294,290,12,December,11,3.96
2295,290,1,January,6,4.47
2295,290,2,February,5,4.49
2295,290,3,March,4,4.0
2295,290,4,April,7,4.08
2295,290,5,May,12,4.12
2295,290,6,June,11,4.27
2295,290,7,July,6,4.4
2295,290,8,August,8,3.61
2295,290,9,September,11,3.66
2295,290,10,October,10,4.19
2295,290,11,November,14,4.26
2295,290,12,December,8,3.49
2296,290,1,January,7,3.94
2296,290,2,February,15,3.97
2296,290,3,March,8,4.39
2296,290,4,April,4,4.17
2296,290,5,May,10,4.5
2296,290,6,June,6,4.09
2296,290,7,July,5,3.94
2296,290,8,August,8,3.77
2296,290,9,September,4,3.72
2296,290,10,October,9,3.52
2296,290,11,November,6,3.99
2296,290,12,December,11,4.26
2297,290,1,January,8,4.02
2297,290,2,February,13,3.78
2297,290,3,March,11,3.88
2297,290,4,April,13,4.56
2297,290,5,May,5,4.21
2297,290,6,June,4,3.63
2297,290,7,July,4,4.41
2297,290,8,August,10,3.84
2297,290,9,September,11,3.66
2297,290,10,October,6,3.27
2297,290,11,November,7,3.99
2297,290,12,December,12,3.91
2298,290,1,January,10,4.09
2298,290,2,February,14,4.06
2298,290,3,March,12,4.2
2298,290,4,April,12,4.27
2298,290,5,May,15,4.27
2298,290,6,June,4,4.58
2298,290,7,July,14,3.92
2298,290,8,August,4,4.01
2298,290,9,September,13,3.63
2298,290,10,October,11,4.03
2298,290,11,November,11,4.14
2298,290,12,December,10,3.76
2299,290,1,January,11,3.97
2299,290,2,February,14,3.93
2299,290,3,March,10,4.25
2299,290,4,April,4,3.89
2299,290,5,May,15,4.46
2299,290,6,June,12,4.53
2299,290,7,July,11,4.38
2299,290,8,August,7,3.89
2299,290,9,September,7,3.59
2299,290,10,October,6,3.83
2299,290,11,November,15,4.04
2299,290,12,December,7,4.12
2300,290,1,January,12,3.97
2300,290,2,February,10,4.28
2300,290,3,March,8,4.47
2300,290,4,April,10,4.56
2300,290,5,May,7,4.38
2300,290,6,June,13,4.22
2300,290,7,July,12,4.09
2300,290,8,August,4,4.19
2300,290,9,September,7,3.62
2300,290,10,October,12,3.5
2300,290,11,November,14,3.69
2300,290,12,December,12,3.7
2301,291,1,January,15,4.41
2301,291,2,February,12,4.11
2301,291,3,March,12,4.17
2301,291,4,April,6,4.36
2301,291,5,May,11,4.04
2301,291,6,June,14,4.29
2301,291,7,July,13,3.69
2301,291,8,August,9,4.56
2301,291,9,September,5,4.01
2301,291,10,October,5,3.68
2301,291,11,November,14,4.37
2301,291,12,December,6,4.13
2302,291,1,January,4,4.14
2302,291,2,February,7,3.74
2302,291,3,March,14,4.12
2302,291,4,April,7,4.42
2302,291,5,May,9,4.07
2302,291,6,June,12,4.2
2302,291,7,July,10,4.41
2302,291,8,August,13,3.88
2302,291,9,September,4,3.98
2302,291,10,October,8,3.52
2302,291,11,November,8,3.86
2302,291,12,December,10,3.47
2303,291,1,January,13,4.75
2303,291,2,February,13,4.76
2303,291,3,March,11,4.2
2303,291,4,April,11,4.21
2303,291,5,May,13,4.32
2303,291,6,June,12,4.18
2303,291,7,July,13,4.09
2303,291,8,August,11,4.21
2303,291,9,September,13,3.71
2303,291,10,October,13,3.7
2303,291,11,November,8,4.09
2303,291,12,December,9,4.03
2304,291,1,January,10,4.2
2304,291,2,February,11,4.04
2304,291,3,March,5,4.12
2304,291,4,April,8,4.25
2304,291,5,May,13,4.28
2304,291,6,June,11,4.24
2304,291,7,July,14,4.21
2304,291,8,August,13,4.36
2304,291,9,September,10,4.12
2304,291,10,October,10,4.06
2304,291,11,November,5,3.33
2304,291,12,December,5,3.95
2305,291,1,January,8,3.78
2305,291,2,February,13,4.51
2305,291,3,March,6,4.53
2305,291,4,April,12,4.26
2305,291,5,May,6,4.41
2305,291,6,June,15,4.43
2305,291,7,July,10,3.64
2305,291,8,August,13,3.76
2305,291,9,September,15,4.22
2305,291,10,October,8,3.35
2305,291,11,November,6,3.4
2305,291,12,December,13,3.81
2306,291,1,January,15,4.12
2306,291,2,February,4,4.18
2306,291,3,March,5,4.13
2306,291,4,April,10,4.82
2306,291,5,May,9,4.22
2306,291,6,June,10,4.37
2306,291,7,July,12,3.94
2306,291,8,August,14,3.87
2306,291,9,September,11,3.46
2306,291,10,October,6,3.55
2306,291,11,November,13,4.08
2306,291,12,December,11,3.83
2307,291,1,January,12,4.0
2307,291,2,February,7,4.37
2307,291,3,March,5,4.15
2307,291,4,April,8,4.59
2307,291,5,May,13,4.65
2307,291,6,June,8,3.65
2307,291,7,July,4,3.98
2307,291,8,August,7,3.96
2307,291,9,September,8,3.85
2307,291,10,October,4,3.77
2307,291,11,November,4,3.62
2307,291,12,December,9,4.27
2308,291,1,January,14,4.19
2308,291,2,February,5,4.3
2308,291,3,March,12,4.22
2308,291,4,April,5,4.45
2308,291,5,May,5,4.38
2308,291,6,June,10,3.78
2308,291,7,July,6,4.25
2308,291,8,August,15,3.89
2308,291,9,September,12,4.1
2308,291,10,October,7,3.6
2308,291,11,November,7,4.06
2308,291,12,December,14,4.25
2309,291,1,January,7,4.23
2309,291,2,February,12,3.97
2309,291,3,March,9,4.35
2309,291,4,April,11,4.31
2309,291,5,May,12,4.3
2309,291,6,June,15,3.98
2309,291,7,July,14,3.42
2309,291,8,August,10,3.6
2309,291,9,September,10,3.83
2309,291,10,October,10,4.01
2309,291,11,November,8,3.6
2309,291,12,December,6,4.16
2310,291,1,January,9,3.74
2310,291,2,February,11,3.93
2310,291,3,March,15,4.16
2310,291,4,April,12,4.27
2310,291,5,May,15,3.96
2310,291,6,June,10,4.14
2310,291,7,July,4,4.28
2310,291,8,August,5,4.26
2310,291,9,September,4,3.67
2310,291,10,October,14,4.21
2310,291,11,November,5,4.26
2310,291,12,December,14,3.91
2311,292,1,January,10,4.09
2311,292,2,February,6,3.97
2311,292,3,March,11,4.38
2311,292,4,April,7,4.62
2311,292,5,May,13,4.6
2311,292,6,June,11,4.08
2311,292,7,July,13,3.9
2311,292,8,August,15,4.03
2311,292,9,September,5,3.9
2311,292,10,October,12,3.55
2311,292,11,November,14,3.88
2311,292,12,December,10,4.21
2312,292,1,January,12,3.47
2312,292,2,February,10,4.54
2312,292,3,March,14,3.99
2312,292,4,April,13,4.06
2312,292,5,May,15,4.53
2312,292,6,June,4,4.18
2312,292,7,July,12,4.14
2312,292,8,August,10,3.78
2312,292,9,September,8,3.94
2312,292,10,October,13,3.85
2312,292,11,November,5,3.56
2312,292,12,December,11,3.66
2313,292,1,January,12,4.34
2313,292,2,February,15,4.38
2313,292,3,March,15,4.55
2313,292,4,April,11,4.12
2313,292,5,May,6,4.21
2313,292,6,June,14,4.33
2313,292,7,July,11,3.8
2313,292,8,August,14,4.09
2313,292,9,September,13,3.98
2313,292,10,October,14,3.74
2313,292,11,November,15,3.93
2313,292,12,December,9,3.99
2314,292,1,January,13,4.3
2314,292,2,February,8,3.93
2314,292,3,March,12,4.54
2314,292,4,April,4,4.98
2314,292,5,May,5,3.87
2314,292,6,June,15,4.11
2314,292,7,July,6,4.15
2314,292,8,August,7,4.26
2314,292,9,September,4,3.59
2314,292,10,October,9,3.9
2314,292,11,November,5,3.92
2314,292,12,December,15,4.09
2315,292,1,January,5,3.83
2315,292,2,February,14,4.41
2315,292,3,March,8,4.67
2315,292,4,April,6,4.28
2315,292,5,May,5,4.32
2315,292,6,June,9,4.47
2315,292,7,July,10,4.35
2315,292,8,August,15,4.56
2315,292,9,September,8,3.38
2315,292,10,October,15,4.08
2315,292,11,November,4,4.62
2315,292,12,December,15,4.23
2316,292,1,January,11,4.39
2316,292,2,February,13,3.35
2316,292,3,March,6,4.06
2316,292,4,April,15,4.31
2316,292,5,May,11,3.79
2316,292,6,June,13,4.31
2316,292,7,July,13,3.99
2316,292,8,August,6,3.76
2316,292,9,September,13,4.08
2316,292,10,October,9,3.51
2316,292,11,November,10,3.83
2316,292,12,December,11,4.39
2317,292,1,January,4,3.71
2317,292,2,February,7,4.2
2317,292,3,March,5,4.49
2317,292,4,April,14,4.36
2317,292,5,May,12,4.49
2317,292,6,June,10,4.16
2317,292,7,July,12,3.63
2317,292,8,August,10,3.85
2317,292,9,September,10,3.92
2317,292,10,October,8,3.36
2317,292,11,November,4,3.34
2317,292,12,December,4,3.74
2318,292,1,January,15,4.46
2318,292,2,February,4,4.5
2318,292,3,March,9,4.21
2318,292,4,April,11,4.1
2318,292,5,May,7,3.92
2318,292,6,June,6,4.24
2318,292,7,July,15,4.06
2318,292,8,August,10,3.87
2318,292,9,September,14,3.42
2318,292,10,October,8,3.91
2318,292,11,November,13,4.04
2318,292,12,December,6,4.13
2319,292,1,January,8,3.87
2319,292,2,February,8,4.09
2319,292,3,March,7,4.19
2319,292,4,April,8,4.2
2319,292,5,May,4,4.31
2319,292,6,June,14,4.03
2319,292,7,July,15,3.72
2319,292,8,August,15,3.77
2319,292,9,September,7,3.46
2319,292,10,October,12,3.68
2319,292,11,November,4,3.71
2319,292,12,December,11,3.62
2320,292,1,January,6,4.33
2320,292,2,February,13,4.1
2320,292,3,March,14,3.98
2320,292,4,April,15,4.5
2320,292,5,May,7,4.17
2320,292,6,June,10,4.07
2320,292,7,July,15,3.73
2320,292,8,August,11,3.91
2320,292,9,September,9,4.24
2320,292,10,October,9,3.89
2320,292,11,November,8,3.9
2320,292,12,December,4,3.86
2321,293,1,January,6,4.04
2321,293,2,February,6,4.08
2321,293,3,March,13,3.99
2321,293,4,April,7,4.66
2321,293,5,May,12,4.45
2321,293,6,June,14,4.61
2321,293,7,July,5,4.41
2321,293,8,August,15,3.77
2321,293,9,September,6,3.79
2321,293,10,October,14,3.78
2321,293,11,November,8,4.13
2321,293,12,December,10,4.16
2322,293,1,January,10,3.99
2322,293,2,February,10,4.1
2322,293,3,March,7,4.4
2322,293,4,April,6,4.12
2322,293,5,May,9,4.2
2322,293,6,June,10,4.6
2322,293,7,July,10,4.19
2322,293,8,August,12,4.45
2322,293,9,September,9,3.85
2322,293,10,October,13,3.75
2322,293,11,November,10,3.67
2322,293,12,December,13,3.7
2323,293,1,January,6,3.88
2323,293,2,February,14,4.06
2323,293,3,March,7,4.56
2323,293,4,April,6,4.39
